Year,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Vegetable,356.39,358.58,356.92,354.19,349.99,354.49,366.8,363.21,353.78,358.55,355.96,353.19,358.03,357.74,380.42,383.02,384.05,390.79,388.78,405.91,409.79,419.11,419.93,431.54,437.83,433.57,447.59,446.64,441.93,445.4,451.2,442.98,440.83,447.17,447.99,439.17,429.02,432.12,418.55,416.49,422.14,406.08,,,,,,,,
