Year,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Fruit,282.4,295.6,288.8,279.2,296.5,289,296.2,306.1,296.2,301.3,307.7,311.7,301.2,305.9,285.8,290.8,295.7,307.2,306.1,298.29,310.7,319.3,318.8,314.3,318.2,308,306.8,307.9,308,305.4,298.8,292.4,287.1,288.7,289.4,287.8,282.7,294.2,285.6,286.2,292,289.3,276.1
